subarea_name,category_name,room_count,size (sqrt),property_type,price (RM),district_penang,location_penang
Sungai Ara,Apartment / Condominium,3,1095.0,Freehold,560000,South West Penang Island,Island
Batu Uban,Apartment / Condominium,4,1819.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Batu Uban,Apartment / Condominium,3,938.0,Freehold,480000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Relau,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Gelugor,Apartment / Condominium,4,1343.0,Freehold,588000,North East Penang Island,Island
Bertam,House,4,2400.0,Freehold,625000,North Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1050.0,Freehold,689000,South West Penang Island,Island
Sungai Ara,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Bertam,House,4,1775.0,Freehold,515000,North Seberang Perai,Mainland
Alma,House,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,4,1766.0,Freehold,980000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,1313.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,2146.0,Freehold,1080000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,750000,Central Seberang Perai,Mainland
Kepala Batas,House,4,1540.0,Freehold,490000,North Seberang Perai,Mainland
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Relau,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Bertam,House,3,1540.0,Freehold,400000,North Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,525000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1000.0,Freehold,495000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1160.0,Leasehold,550000,North East Penang Island,Island
Balik Pulau,House,4,1600.0,Freehold,650000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1050.0,Freehold,420000,South West Penang Island,Island
Bertam,House,3,1562.0,Freehold,399000,North Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1300.0,Freehold,510000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Balik Pulau,House,4,1400.0,Freehold,610000,South West Penang Island,Island
Balik Pulau,House,4,1400.0,Freehold,566000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1137.0,Freehold,1080000,North East Penang Island,Island
Bukit Mertajam,House,3,1100.0,Freehold,399000,Central Seberang Perai,Mainland
Bukit Mertajam,Apartment / Condominium,3,1220.0,Freehold,450000,Central Seberang Perai,Mainland
Bukit Jambul,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Simpang Ampat,House,4,1600.0,Freehold,528000,South Seberang Perai,Mainland
Jelutong,Apartment / Condominium,4,1650.0,Freehold,850000,North East Penang Island,Island
Alma,House,4,2000.0,Freehold,640000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,950.0,Freehold,950000,South West Penang Island,Island
Teluk Kumbar,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Perai,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,790000,Central Seberang Perai,Mainland
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1343.0,Freehold,666000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Balik Pulau,House,4,1700.0,Freehold,515000,South West Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1270.0,Freehold,650000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,1250.0,Freehold,615000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,950.0,Freehold,430000,North East Penang Island,Island
Paya Terubong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Simpang Ampat,House,3,1367.0,Freehold,399000,South Seberang Perai,Mainland
Alma,House,3,1200.0,Freehold,399000,Central Seberang Perai,Mainland
Tanjong Tokong,Apartment / Condominium,4,1650.0,Leasehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Simpang Ampat,House,3,1000.0,Freehold,399000,South Seberang Perai,Mainland
Alma,House,4,2400.0,Freehold,1000000,Central Seberang Perai,Mainland
Bukit Mertajam,Apartment / Condominium,3,1162.0,Freehold,490000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,1400.0,Freehold,720000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,650000,Central Seberang Perai,Mainland
Bukit Mertajam,House,3,1300.0,Freehold,399000,Central Seberang Perai,Mainland
Simpang Ampat,House,4,1140.0,Freehold,515000,South Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,450000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1400.0,Freehold,1070000,North East Penang Island,Island
Bukit Mertajam,House,4,1528.0,Freehold,840000,Central Seberang Perai,Mainland
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,4,1980.0,Freehold,1080000,North East Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,1100.0,Freehold,399000,Central Seberang Perai,Mainland
Gelugor,Apartment / Condominium,3,1409.0,Freehold,1064000,North East Penang Island,Island
Batu Kawan,Apartment / Condominium,4,1180.0,Freehold,590000,South Seberang Perai,Mainland
Gelugor,Apartment / Condominium,3,1409.0,Freehold,1080000,North East Penang Island,Island
Alma,House,4,1237.0,Freehold,450000,Central Seberang Perai,Mainland
Alma,House,4,1400.0,Freehold,495000,Central Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,1010.0,Freehold,560000,North East Penang Island,Island
Pulau Tikus,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,1000.0,Leasehold,460000,North East Penang Island,Island
Ayer Itam,House,4,2200.0,Freehold,1080000,North East Penang Island,Island
Bertam,House,3,1540.0,Freehold,475000,North Seberang Perai,Mainland
Simpang Ampat,House,4,1200.0,Freehold,515000,South Seberang Perai,Mainland
Bukit Jambul,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,1100.0,Freehold,650000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Greenlane,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Simpang Ampat,Apartment / Condominium,3,938.0,Freehold,399000,South Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,4,1000.0,Freehold,399000,North East Penang Island,Island
Batu Kawan,House,4,1948.0,Leasehold,499000,South Seberang Perai,Mainland
Perai,Apartment / Condominium,3,1050.0,Freehold,490000,Central Seberang Perai,Mainland
Bertam,House,4,2400.0,Freehold,530000,North Seberang Perai,Mainland
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,600000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,1554.0,Freehold,900008,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1460.0,Freehold,750000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,1100.0,Freehold,580000,North East Penang Island,Island
Paya Terubong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Leasehold,430000,South West Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,1080000,Central Seberang Perai,Mainland
Alma,House,3,1000.0,Freehold,399000,Central Seberang Perai,Mainland
Bukit Mertajam,House,3,2400.0,Freehold,430000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,1400.0,Freehold,450000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,900000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,920000,Central Seberang Perai,Mainland
Simpang Ampat,House,4,2282.0,Freehold,570000,South Seberang Perai,Mainland
Relau,Apartment / Condominium,3,938.0,Freehold,550000,South West Penang Island,Island
Alma,House,3,1200.0,Freehold,530000,Central Seberang Perai,Mainland
Bukit Mertajam,Apartment / Condominium,3,1190.0,Freehold,480000,Central Seberang Perai,Mainland
Simpang Ampat,House,4,1950.0,Freehold,620000,South Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Relau,Apartment / Condominium,3,1108.0,Freehold,448500,South West Penang Island,Island
Bayan Baru,Apartment / Condominium,3,1100.0,Freehold,446800,South West Penang Island,Island
Bayan Baru,Apartment / Condominium,3,1110.0,Freehold,447200,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1110.0,Freehold,447300,South West Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1110.0,Freehold,469800,South West Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1112.0,Freehold,447500,South West Penang Island,Island
Simpang Ampat,House,3,2400.0,Freehold,490000,South Seberang Perai,Mainland
Bertam,House,3,1100.0,Freehold,399000,North Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Leasehold,668000,North East Penang Island,Island
Bukit Mertajam,House,3,1440.0,Freehold,399000,Central Seberang Perai,Mainland
Alma,House,3,1440.0,Freehold,399000,Central Seberang Perai,Mainland
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,1100.0,Freehold,430000,North Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,567000,Central Seberang Perai,Mainland
Georgetown,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Butterworth,House,4,1700.0,Freehold,750000,North Seberang Perai,Mainland
Batu Ferringhi,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1070.0,Freehold,399000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Pulau Tikus,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,410000,North Seberang Perai,Mainland
Balik Pulau,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,998000,South West Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,938.0,Freehold,399000,Central Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,945.0,Freehold,430000,North Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,720000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,410000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1100.0,Freehold,500000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,450000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,420000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,2400.0,Freehold,1080000,North East Penang Island,Island
Tanjong Tokong,House,3,1500.0,Freehold,820000,North East Penang Island,Island
Georgetown,Apartment / Condominium,4,2400.0,Freehold,1080000,North East Penang Island,Island
Ayer Itam,House,4,1800.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,938.0,Freehold,499000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,1701.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1528.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,1884.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,1863.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,1636.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,4,1646.0,Freehold,945000,North East Penang Island,Island
Jelutong,Apartment / Condominium,4,1646.0,Freehold,1080000,North East Penang Island,Island
Tanjung Bungah,Apartment / Condominium,4,1635.0,Freehold,1080000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1130.0,Freehold,645000,South West Penang Island,Island
Tanjong Tokong,House,4,1500.0,Freehold,720000,North East Penang Island,Island
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Relau,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,432000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1400.0,Freehold,1050000,North East Penang Island,Island
Tanjung Bungah,House,3,2216.0,Freehold,1050000,North East Penang Island,Island
Greenlane,House,3,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,938.0,Freehold,420000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,560000,North East Penang Island,Island
Simpang Ampat,House,4,938.0,Freehold,515000,South Seberang Perai,Mainland
Georgetown,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,800000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1300.0,Leasehold,480000,North East Penang Island,Island
Teluk Kumbar,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
