property_name,property_listing,property_type
For Sale - Taman Villa Seri Setia (Central Way) @ Bukit Tengah,https://www.propertyguru.com.my/property-listing/taman-villa-seri-setia-central-way-bukit-tengah-for-sale-by-fu-how-35679729,terrace
For Sale - Taman Villa Seri Setia (Central Way) @ Bukit Tengah,https://www.propertyguru.com.my/property-listing/taman-villa-seri-setia-central-way-bukit-tengah-for-sale-by-fu-how-35679729,terrace
For Sale - Jalan permai,https://www.propertyguru.com.my/property-listing/jalan-permai-for-sale-by-jeff-ooi-35953205,terrace
For Sale - Jalan permai,https://www.propertyguru.com.my/property-listing/jalan-permai-for-sale-by-jeff-ooi-35953205,terrace
For Sale - Eco Horizon @ Ashton Collection Terrace 22 x 70,https://www.propertyguru.com.my/property-listing/eco-horizon-ashton-collection-terrace-22-x-70-for-sale-by-anders-ong-34827277,terrace
For Sale - Eco Horizon @ Ashton Collection Terrace 22 x 70,https://www.propertyguru.com.my/property-listing/eco-horizon-ashton-collection-terrace-22-x-70-for-sale-by-anders-ong-34827277,terrace
For Sale - Ashton Collection @ Eco Horizon,https://www.propertyguru.com.my/property-listing/ashton-collection-eco-horizon-for-sale-by-anders-ong-33995841,terrace
For Sale - Ashton Collection @ Eco Horizon,https://www.propertyguru.com.my/property-listing/ashton-collection-eco-horizon-for-sale-by-anders-ong-33995841,terrace
For Sale - Casa Lagenda Mutiara Housing,https://www.propertyguru.com.my/property-listing/casa-lagenda-mutiara-housing-for-sale-by-mohd-azwan-izhar-35464147,terrace
For Sale - Casa Lagenda Mutiara Housing,https://www.propertyguru.com.my/property-listing/casa-lagenda-mutiara-housing-for-sale-by-mohd-azwan-izhar-35464147,terrace
For Sale - Jalan Permai - 2 Stories Terrace - Land: 1560' - Fully Renovated - Gelugor,https://www.propertyguru.com.my/property-listing/jalan-permai-2-stories-terrace-land-1560-fully-renovated-gelugor-for-sale-by-matthew-png-35952755,terrace
For Sale - Jalan Permai - 2 Stories Terrace - Land: 1560' - Fully Renovated - Gelugor,https://www.propertyguru.com.my/property-listing/jalan-permai-2-stories-terrace-land-1560-fully-renovated-gelugor-for-sale-by-matthew-png-35952755,terrace
For Sale - Jalan Delima - 2 Stories Terrace - Land:1915' - Renovated - Greenlane,https://www.propertyguru.com.my/property-listing/jalan-delima-2-stories-terrace-land-1915-renovated-greenlane-for-sale-by-li-fang-35947347,terrace
For Sale - Jalan Delima - 2 Stories Terrace - Land:1915' - Renovated - Greenlane,https://www.propertyguru.com.my/property-listing/jalan-delima-2-stories-terrace-land-1915-renovated-greenlane-for-sale-by-li-fang-35947347,terrace
For Sale - Jelutong,https://www.propertyguru.com.my/property-listing/jelutong-for-sale-by-cy-ong-35862183,terrace
For Sale - Jelutong,https://www.propertyguru.com.my/property-listing/jelutong-for-sale-by-cy-ong-35862183,terrace
For Sale - 1. 5 Storey Terrace End Lot @ Lorong Khoo Hye Keat,https://www.propertyguru.com.my/property-listing/1-5-storey-terrace-end-lot-lorong-khoo-hye-keat-for-sale-by-moko-ong-35947777,terrace
For Sale - 1. 5 Storey Terrace End Lot @ Lorong Khoo Hye Keat,https://www.propertyguru.com.my/property-listing/1-5-storey-terrace-end-lot-lorong-khoo-hye-keat-for-sale-by-moko-ong-35947777,terrace
For Sale - Taman Sri Nibong,https://www.propertyguru.com.my/property-listing/taman-sri-nibong-for-sale-by-alex-cheah-35952165,terrace
For Sale - Taman Sri Nibong,https://www.propertyguru.com.my/property-listing/taman-sri-nibong-for-sale-by-alex-cheah-35952165,terrace
For Sale - Taman Sri Nibong,https://www.propertyguru.com.my/property-listing/taman-sri-nibong-for-sale-by-alex-cheah-35952147,terrace
For Sale - Taman Sri Nibong,https://www.propertyguru.com.my/property-listing/taman-sri-nibong-for-sale-by-alex-cheah-35952147,terrace
For Sale - 1 Storey Terrace Jalan Van Praagh Jelutong,https://www.propertyguru.com.my/property-listing/1-storey-terrace-jalan-van-praagh-jelutong-for-sale-by-anson-low-35952131,terrace
For Sale - 1 Storey Terrace Jalan Van Praagh Jelutong,https://www.propertyguru.com.my/property-listing/1-storey-terrace-jalan-van-praagh-jelutong-for-sale-by-anson-low-35952131,terrace
"For Sale - Renovated 2 Sty Terrace House at Taman Inderawasih , Butterworth For Sale",https://www.propertyguru.com.my/property-listing/renovated-2-sty-terrace-house-at-taman-inderawasih-butterworth-for-sale-for-sale-by-jenny-ong-34052188,terrace
"For Sale - Renovated 2 Sty Terrace House at Taman Inderawasih , Butterworth For Sale",https://www.propertyguru.com.my/property-listing/renovated-2-sty-terrace-house-at-taman-inderawasih-butterworth-for-sale-for-sale-by-jenny-ong-34052188,terrace
For Sale - Lintang Lembah Permai,https://www.propertyguru.com.my/property-listing/lintang-lembah-permai-for-sale-by-cheryl-chng-35951853,terrace
For Sale - Lintang Lembah Permai,https://www.propertyguru.com.my/property-listing/lintang-lembah-permai-for-sale-by-cheryl-chng-35951853,terrace
For Sale - Taman Machang Bubok Terrace,https://www.propertyguru.com.my/property-listing/taman-machang-bubok-terrace-for-sale-by-shan-yeow-35951850,terrace
For Sale - Taman Machang Bubok Terrace,https://www.propertyguru.com.my/property-listing/taman-machang-bubok-terrace-for-sale-by-shan-yeow-35951850,terrace
For Sale - Taman Tanjung Indah,https://www.propertyguru.com.my/property-listing/taman-tanjung-indah-for-sale-by-jenny-ong-30924187,terrace
For Sale - Taman Tanjung Indah,https://www.propertyguru.com.my/property-listing/taman-tanjung-indah-for-sale-by-jenny-ong-30924187,terrace
"For Sale - 2 Sty House
Chain Ferry Butterworth For Sale:",https://www.propertyguru.com.my/property-listing/2-sty-house-chain-ferry-butterworth-for-sale-for-sale-by-jenny-ong-34346227,terrace
"For Sale - 2 Sty House
Chain Ferry Butterworth For Sale:",https://www.propertyguru.com.my/property-listing/2-sty-house-chain-ferry-butterworth-for-sale-for-sale-by-jenny-ong-34346227,terrace
For Sale - Heritage Shophouse on Argus Lane — off Love Lane in George Town UNESCO WHS.,https://www.propertyguru.com.my/property-listing/heritage-shophouse-on-argus-lane-off-love-lane-in-george-town-unesco-whs-for-sale-by-serena-tan-34957590,terrace
For Sale - Heritage Shophouse on Argus Lane — off Love Lane in George Town UNESCO WHS.,https://www.propertyguru.com.my/property-listing/heritage-shophouse-on-argus-lane-off-love-lane-in-george-town-unesco-whs-for-sale-by-serena-tan-34957590,terrace
For Sale - Intermediate Terrace at Sungai Ara,https://www.propertyguru.com.my/property-listing/intermediate-terrace-at-sungai-ara-for-sale-by-pei-hoon-30681820,terrace
For Sale - Intermediate Terrace at Sungai Ara,https://www.propertyguru.com.my/property-listing/intermediate-terrace-at-sungai-ara-for-sale-by-pei-hoon-30681820,terrace
For Sale - ECO Meadows,https://www.propertyguru.com.my/property-listing/eco-meadows-for-sale-by-pei-hoon-33425061,terrace
For Sale - ECO Meadows,https://www.propertyguru.com.my/property-listing/eco-meadows-for-sale-by-pei-hoon-33425061,terrace
For Sale - ENO Terrace Seri Tanjung Pinang,https://www.propertyguru.com.my/property-listing/eno-terrace-seri-tanjung-pinang-for-sale-by-pei-hoon-30171638,terrace
For Sale - ENO Terrace Seri Tanjung Pinang,https://www.propertyguru.com.my/property-listing/eno-terrace-seri-tanjung-pinang-for-sale-by-pei-hoon-30171638,terrace
For Sale - Off Pulau Tikus 2 storeys terrace,https://www.propertyguru.com.my/property-listing/off-pulau-tikus-2-storeys-terrace-for-sale-by-pei-hoon-23419481,terrace
For Sale - Off Pulau Tikus 2 storeys terrace,https://www.propertyguru.com.my/property-listing/off-pulau-tikus-2-storeys-terrace-for-sale-by-pei-hoon-23419481,terrace
For Sale - Taman Desa Murni,https://www.propertyguru.com.my/property-listing/taman-desa-murni-for-sale-by-leesa-cheah-35951518,terrace
For Sale - Taman Desa Murni,https://www.propertyguru.com.my/property-listing/taman-desa-murni-for-sale-by-leesa-cheah-35951518,terrace
For Sale - 2-sty Terrace Taman Jentayu (Simpang Ampat),https://www.propertyguru.com.my/property-listing/2-sty-terrace-taman-jentayu-simpang-ampat-for-sale-by-david-lee-35951477,terrace
For Sale - 2-sty Terrace Taman Jentayu (Simpang Ampat),https://www.propertyguru.com.my/property-listing/2-sty-terrace-taman-jentayu-simpang-ampat-for-sale-by-david-lee-35951477,terrace
For Sale - Taman Mutiara Persiaran Junggus Bukit Mertajam,https://www.propertyguru.com.my/property-listing/taman-mutiara-persiaran-junggus-bukit-mertajam-for-sale-by-julianne-choo-35587884,terrace
For Sale - Taman Mutiara Persiaran Junggus Bukit Mertajam,https://www.propertyguru.com.my/property-listing/taman-mutiara-persiaran-junggus-bukit-mertajam-for-sale-by-julianne-choo-35587884,terrace
For Sale - Lorong Sek Chuan,https://www.propertyguru.com.my/property-listing/lorong-sek-chuan-for-sale-by-caiwei-chew-35883911,terrace
For Sale - Lorong Sek Chuan,https://www.propertyguru.com.my/property-listing/lorong-sek-chuan-for-sale-by-caiwei-chew-35883911,terrace
For Sale - URGEN CHEAP 2 Storey Teres House Titi Teras near Prestij 3 Palmyra Residence Botanica CT Balik Pulau,https://www.propertyguru.com.my/property-listing/urgen-cheap-2-storey-teres-house-titi-teras-near-prestij-3-palmyra-residence-botanica-ct-balik-pulau-for-sale-by-billion-chin-35721636,terrace
For Sale - URGEN CHEAP 2 Storey Teres House Titi Teras near Prestij 3 Palmyra Residence Botanica CT Balik Pulau,https://www.propertyguru.com.my/property-listing/urgen-cheap-2-storey-teres-house-titi-teras-near-prestij-3-palmyra-residence-botanica-ct-balik-pulau-for-sale-by-billion-chin-35721636,terrace
"For Sale - Taman Seruling Emas, Sungai Jawi",https://www.propertyguru.com.my/property-listing/taman-seruling-emas-sungai-jawi-for-sale-by-chris-huah-35951317,terrace
"For Sale - Taman Seruling Emas, Sungai Jawi",https://www.propertyguru.com.my/property-listing/taman-seruling-emas-sungai-jawi-for-sale-by-chris-huah-35951317,terrace
For Sale - Taman Impian Indah Alma Bukit Mertajam Single Storey Terrace for sale,https://www.propertyguru.com.my/property-listing/taman-impian-indah-alma-bukit-mertajam-single-storey-terrace-for-sale-for-sale-by-jt-tham-35950934,terrace
For Sale - Taman Impian Indah Alma Bukit Mertajam Single Storey Terrace for sale,https://www.propertyguru.com.my/property-listing/taman-impian-indah-alma-bukit-mertajam-single-storey-terrace-for-sale-for-sale-by-jt-tham-35950934,terrace
For Sale - Amansara South Setia Fontaines Bertam,https://www.propertyguru.com.my/property-listing/amansara-south-setia-fontaines-bertam-for-sale-by-selina-khoo-35950764,terrace
For Sale - Amansara South Setia Fontaines Bertam,https://www.propertyguru.com.my/property-listing/amansara-south-setia-fontaines-bertam-for-sale-by-selina-khoo-35950764,terrace
For Sale - 2 storey Terrace Cangkat Sungai Ara,https://www.propertyguru.com.my/property-listing/2-storey-terrace-cangkat-sungai-ara-for-sale-by-heanry-lim-35859192,terrace
For Sale - 2 storey Terrace Cangkat Sungai Ara,https://www.propertyguru.com.my/property-listing/2-storey-terrace-cangkat-sungai-ara-for-sale-by-heanry-lim-35859192,terrace
For Sale - Sunway Tunas,https://www.propertyguru.com.my/property-listing/sunway-tunas-for-sale-by-heanry-lim-35830164,terrace
For Sale - Sunway Tunas,https://www.propertyguru.com.my/property-listing/sunway-tunas-for-sale-by-heanry-lim-35830164,terrace
For Sale - Permai Garden,https://www.propertyguru.com.my/property-listing/permai-garden-for-sale-by-heanry-lim-35427983,terrace
For Sale - Permai Garden,https://www.propertyguru.com.my/property-listing/permai-garden-for-sale-by-heanry-lim-35427983,terrace
For Sale - 2 Permai Lintang Lembah Permai,https://www.propertyguru.com.my/property-listing/2-permai-lintang-lembah-permai-for-sale-by-heanry-lim-35427885,terrace
For Sale - 2 Permai Lintang Lembah Permai,https://www.propertyguru.com.my/property-listing/2-permai-lintang-lembah-permai-for-sale-by-heanry-lim-35427885,terrace
For Sale - Lorong Delima Corner Unit Greenlane,https://www.propertyguru.com.my/property-listing/lorong-delima-corner-unit-greenlane-for-sale-by-heanry-lim-35232821,terrace
For Sale - Lorong Delima Corner Unit Greenlane,https://www.propertyguru.com.my/property-listing/lorong-delima-corner-unit-greenlane-for-sale-by-heanry-lim-35232821,terrace
For Sale - Simfonia Desiran Tanjung Tokong,https://www.propertyguru.com.my/property-listing/simfonia-desiran-tanjung-tokong-for-sale-by-heanry-lim-35902011,terrace
For Sale - Simfonia Desiran Tanjung Tokong,https://www.propertyguru.com.my/property-listing/simfonia-desiran-tanjung-tokong-for-sale-by-heanry-lim-35902011,terrace
For Sale - TAMAN CAHAYA,https://www.propertyguru.com.my/property-listing/taman-cahaya-for-sale-by-mohd-firdaus-bin-hassan-firdaus-29048776,terrace
For Sale - TAMAN CAHAYA,https://www.propertyguru.com.my/property-listing/taman-cahaya-for-sale-by-mohd-firdaus-bin-hassan-firdaus-29048776,terrace
"For Sale - Double Storey Taman Seri Mengkuang, Kubang Semang, Peneng",https://www.propertyguru.com.my/property-listing/double-storey-taman-seri-mengkuang-kubang-semang-peneng-for-sale-by-mohd-idham-bin-mohd-sharif-35949785,terrace
"For Sale - Double Storey Taman Seri Mengkuang, Kubang Semang, Peneng",https://www.propertyguru.com.my/property-listing/double-storey-taman-seri-mengkuang-kubang-semang-peneng-for-sale-by-mohd-idham-bin-mohd-sharif-35949785,terrace
"For Sale - Casa Innova, Bandar Putra Bertam",https://www.propertyguru.com.my/property-listing/casa-innova-bandar-putra-bertam-for-sale-by-azura-ghani-35306382,terrace
"For Sale - Casa Innova, Bandar Putra Bertam",https://www.propertyguru.com.my/property-listing/casa-innova-bandar-putra-bertam-for-sale-by-azura-ghani-35306382,terrace
"For Sale - Casa inova, taman bertam perdana",https://www.propertyguru.com.my/property-listing/casa-inova-taman-bertam-perdana-for-sale-by-azura-ghani-35332860,terrace
"For Sale - Casa inova, taman bertam perdana",https://www.propertyguru.com.my/property-listing/casa-inova-taman-bertam-perdana-for-sale-by-azura-ghani-35332860,terrace
For Sale - Pearl Tropika @ Pearl City,https://www.propertyguru.com.my/property-listing/pearl-tropika-pearl-city-for-sale-by-peter-yeoh-35949247,terrace
For Sale - Pearl Tropika @ Pearl City,https://www.propertyguru.com.my/property-listing/pearl-tropika-pearl-city-for-sale-by-peter-yeoh-35949247,terrace
For Sale - 2 Storey Terrace Corner Lot at Sungai Ara,https://www.propertyguru.com.my/property-listing/2-storey-terrace-corner-lot-at-sungai-ara-for-sale-by-adrian-choo-35949034,terrace
For Sale - 2 Storey Terrace Corner Lot at Sungai Ara,https://www.propertyguru.com.my/property-listing/2-storey-terrace-corner-lot-at-sungai-ara-for-sale-by-adrian-choo-35949034,terrace
For Sale - 2 storey terrace house located at Solok Thaton,https://www.propertyguru.com.my/property-listing/2-storey-terrace-house-located-at-solok-thaton-for-sale-by-marcus-phuah-35948954,terrace
For Sale - 2 storey terrace house located at Solok Thaton,https://www.propertyguru.com.my/property-listing/2-storey-terrace-house-located-at-solok-thaton-for-sale-by-marcus-phuah-35948954,terrace
For Sale - Eco Horizon Terrace @ Ashton Collection,https://www.propertyguru.com.my/property-listing/eco-horizon-terrace-ashton-collection-for-sale-by-wk-yam-35948760,terrace
For Sale - Eco Horizon Terrace @ Ashton Collection,https://www.propertyguru.com.my/property-listing/eco-horizon-terrace-ashton-collection-for-sale-by-wk-yam-35948760,terrace
For Sale - Alma @ Tropicale Residency,https://www.propertyguru.com.my/property-listing/alma-tropicale-residency-for-sale-by-yihang-lim-35948757,terrace
For Sale - Alma @ Tropicale Residency,https://www.propertyguru.com.my/property-listing/alma-tropicale-residency-for-sale-by-yihang-lim-35948757,terrace
For Sale - Jalan delima,https://www.propertyguru.com.my/property-listing/jalan-delima-for-sale-by-jeff-ooi-35948751,terrace
For Sale - Jalan delima,https://www.propertyguru.com.my/property-listing/jalan-delima-for-sale-by-jeff-ooi-35948751,terrace
For Sale - Alma @ Tropicale Residency,https://www.propertyguru.com.my/property-listing/alma-tropicale-residency-for-sale-by-yihang-lim-35948723,terrace
For Sale - Alma @ Tropicale Residency,https://www.propertyguru.com.my/property-listing/alma-tropicale-residency-for-sale-by-yihang-lim-35948723,terrace
"For Sale - Lintang Lembah Permai 1, Tanjung Tokong, 11200 Tanjung Bungah, Pulau Pinang",https://www.propertyguru.com.my/property-listing/lintang-lembah-permai-1-tanjung-tokong-11200-tanjung-bungah-pulau-pinang-for-sale-by-bryan-h-ng-34947055,terrace
"For Sale - Lintang Lembah Permai 1, Tanjung Tokong, 11200 Tanjung Bungah, Pulau Pinang",https://www.propertyguru.com.my/property-listing/lintang-lembah-permai-1-tanjung-tokong-11200-tanjung-bungah-pulau-pinang-for-sale-by-bryan-h-ng-34947055,terrace
For Sale - Jalan Permai 11700 Gelugor,https://www.propertyguru.com.my/property-listing/jalan-permai-11700-gelugor-for-sale-by-bryan-h-ng-34946933,terrace
For Sale - Jalan Permai 11700 Gelugor,https://www.propertyguru.com.my/property-listing/jalan-permai-11700-gelugor-for-sale-by-bryan-h-ng-34946933,terrace
For Sale - Bukit Kecil Residence,https://www.propertyguru.com.my/property-listing/bukit-kecil-residence-for-sale-by-jocelyn-neoh-32331526,terrace
For Sale - Bukit Kecil Residence,https://www.propertyguru.com.my/property-listing/bukit-kecil-residence-for-sale-by-jocelyn-neoh-32331526,terrace
For Sale - Sunway Tunas Jaya,https://www.propertyguru.com.my/property-listing/sunway-tunas-jaya-for-sale-by-sharon-goay-33918448,terrace
For Sale - Sunway Tunas Jaya,https://www.propertyguru.com.my/property-listing/sunway-tunas-jaya-for-sale-by-sharon-goay-33918448,terrace
"For Sale - 2 Storey Terrace Jalan Penawar, Jelutong, Penang.",https://www.propertyguru.com.my/property-listing/2-storey-terrace-jalan-penawar-jelutong-penang-for-sale-by-sharon-goay-35415477,terrace
"For Sale - 2 Storey Terrace Jalan Penawar, Jelutong, Penang.",https://www.propertyguru.com.my/property-listing/2-storey-terrace-jalan-penawar-jelutong-penang-for-sale-by-sharon-goay-35415477,terrace
For Sale - Concord Garden,https://www.propertyguru.com.my/property-listing/concord-garden-for-sale-by-sharon-goay-35416821,terrace
For Sale - Concord Garden,https://www.propertyguru.com.my/property-listing/concord-garden-for-sale-by-sharon-goay-35416821,terrace
For Sale - Sunway Tunas,https://www.propertyguru.com.my/property-listing/sunway-tunas-for-sale-by-png-lee-peng-35947678,terrace
For Sale - Sunway Tunas,https://www.propertyguru.com.my/property-listing/sunway-tunas-for-sale-by-png-lee-peng-35947678,terrace
For Sale - Ashton eco horizon,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-for-sale-by-jonathan-chng-35947387,terrace
For Sale - Ashton eco horizon,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-for-sale-by-jonathan-chng-35947387,terrace
For Sale - Sunway Aspera,https://www.propertyguru.com.my/property-listing/sunway-aspera-for-sale-by-joshua-lee-35947400,terrace
For Sale - Sunway Aspera,https://www.propertyguru.com.my/property-listing/sunway-aspera-for-sale-by-joshua-lee-35947400,terrace
For Sale - Jalan Delima - 2 Stories Terrace - Land:1915' - Partly Renovated - Rare Unit - Greenlane,https://www.propertyguru.com.my/property-listing/jalan-delima-2-stories-terrace-land-1915-partly-renovated-rare-unit-greenlane-for-sale-by-matthew-png-35947244,terrace
For Sale - Jalan Delima - 2 Stories Terrace - Land:1915' - Partly Renovated - Rare Unit - Greenlane,https://www.propertyguru.com.my/property-listing/jalan-delima-2-stories-terrace-land-1915-partly-renovated-rare-unit-greenlane-for-sale-by-matthew-png-35947244,terrace
For Sale - taman BM indah 14000 bukit mertajam pulau pinang,https://www.propertyguru.com.my/property-listing/taman-bm-indah-14000-bukit-mertajam-pulau-pinang-for-sale-by-roy-kuak-21583874,terrace
For Sale - taman BM indah 14000 bukit mertajam pulau pinang,https://www.propertyguru.com.my/property-listing/taman-bm-indah-14000-bukit-mertajam-pulau-pinang-for-sale-by-roy-kuak-21583874,terrace
For Sale - Eco Meadows – Northampton Terraces,https://www.propertyguru.com.my/property-listing/eco-meadows-northampton-terraces-for-sale-by-roy-kuak-35383728,terrace
For Sale - Eco Meadows – Northampton Terraces,https://www.propertyguru.com.my/property-listing/eco-meadows-northampton-terraces-for-sale-by-roy-kuak-35383728,terrace
For Sale - Eco Meadows – Northampton Terraces,https://www.propertyguru.com.my/property-listing/eco-meadows-northampton-terraces-for-sale-by-roy-kuak-35360791,terrace
For Sale - Eco Meadows – Northampton Terraces,https://www.propertyguru.com.my/property-listing/eco-meadows-northampton-terraces-for-sale-by-roy-kuak-35360791,terrace
For Sale - Eco Meadows – Northampton Terraces,https://www.propertyguru.com.my/property-listing/eco-meadows-northampton-terraces-for-sale-by-roy-kuak-35403374,terrace
For Sale - Eco Meadows – Northampton Terraces,https://www.propertyguru.com.my/property-listing/eco-meadows-northampton-terraces-for-sale-by-roy-kuak-35403374,terrace
"For Sale - LEBUH MIDLANDS, PULAU TIKUS",https://www.propertyguru.com.my/property-listing/lebuh-midlands-pulau-tikus-for-sale-by-jin-lim-35947127,terrace
"For Sale - LEBUH MIDLANDS, PULAU TIKUS",https://www.propertyguru.com.my/property-listing/lebuh-midlands-pulau-tikus-for-sale-by-jin-lim-35947127,terrace
For Sale - Taman Machang Bubok Terrace,https://www.propertyguru.com.my/property-listing/taman-machang-bubok-terrace-for-sale-by-simon-ng-35364301,terrace
For Sale - Taman Machang Bubok Terrace,https://www.propertyguru.com.my/property-listing/taman-machang-bubok-terrace-for-sale-by-simon-ng-35364301,terrace
For Sale - Double Storey Terrace Pulau Tikus Georgetown,https://www.propertyguru.com.my/property-listing/double-storey-terrace-pulau-tikus-georgetown-for-sale-by-ronald-ng-32741349,terrace
For Sale - Double Storey Terrace Pulau Tikus Georgetown,https://www.propertyguru.com.my/property-listing/double-storey-terrace-pulau-tikus-georgetown-for-sale-by-ronald-ng-32741349,terrace
For Sale - Double Storey Terrace Pulau Tikus Georgetown,https://www.propertyguru.com.my/property-listing/double-storey-terrace-pulau-tikus-georgetown-for-sale-by-ronald-ng-33500568,terrace
For Sale - Double Storey Terrace Pulau Tikus Georgetown,https://www.propertyguru.com.my/property-listing/double-storey-terrace-pulau-tikus-georgetown-for-sale-by-ronald-ng-33500568,terrace
"For Sale - 3 storey corner, Setia Pearl Island",https://www.propertyguru.com.my/property-listing/3-storey-corner-setia-pearl-island-for-sale-by-grace-wong-34755488,terrace
"For Sale - 3 storey corner, Setia Pearl Island",https://www.propertyguru.com.my/property-listing/3-storey-corner-setia-pearl-island-for-sale-by-grace-wong-34755488,terrace
For Sale - 1. 5 Storey Terrace Ayer Itam Lorong Khoo Hye Keat Corner Renovated,https://www.propertyguru.com.my/property-listing/1-5-storey-terrace-ayer-itam-lorong-khoo-hye-keat-corner-renovated-for-sale-by-max-ng-35946385,terrace
For Sale - 1. 5 Storey Terrace Ayer Itam Lorong Khoo Hye Keat Corner Renovated,https://www.propertyguru.com.my/property-listing/1-5-storey-terrace-ayer-itam-lorong-khoo-hye-keat-corner-renovated-for-sale-by-max-ng-35946385,terrace
"For Sale - LORONG DAMAR, BATU MAUNG",https://www.propertyguru.com.my/property-listing/lorong-damar-batu-maung-for-sale-by-jin-lim-35945560,terrace
"For Sale - LORONG DAMAR, BATU MAUNG",https://www.propertyguru.com.my/property-listing/lorong-damar-batu-maung-for-sale-by-jin-lim-35945560,terrace
For Sale - UL Residence 4 Storey Terrace Ayer Itam Farlim,https://www.propertyguru.com.my/property-listing/ul-residence-4-storey-terrace-ayer-itam-farlim-for-sale-by-ronald-ng-33108337,terrace
For Sale - UL Residence 4 Storey Terrace Ayer Itam Farlim,https://www.propertyguru.com.my/property-listing/ul-residence-4-storey-terrace-ayer-itam-farlim-for-sale-by-ronald-ng-33108337,terrace
For Sale - Single Storey Terrace Commercial Use Tanjung Bungah Sungai Kelian,https://www.propertyguru.com.my/property-listing/single-storey-terrace-commercial-use-tanjung-bungah-sungai-kelian-for-sale-by-ronald-ng-31461896,terrace
For Sale - Single Storey Terrace Commercial Use Tanjung Bungah Sungai Kelian,https://www.propertyguru.com.my/property-listing/single-storey-terrace-commercial-use-tanjung-bungah-sungai-kelian-for-sale-by-ronald-ng-31461896,terrace
For Sale - Double Storey Pre War Corner Pulau Tikus Georgetown,https://www.propertyguru.com.my/property-listing/double-storey-pre-war-corner-pulau-tikus-georgetown-for-sale-by-ronald-ng-35260043,terrace
For Sale - Double Storey Pre War Corner Pulau Tikus Georgetown,https://www.propertyguru.com.my/property-listing/double-storey-pre-war-corner-pulau-tikus-georgetown-for-sale-by-ronald-ng-35260043,terrace
For Sale - Double Storey Terrace Georgetown,https://www.propertyguru.com.my/property-listing/double-storey-terrace-georgetown-for-sale-by-ronald-ng-35382321,terrace
For Sale - Double Storey Terrace Georgetown,https://www.propertyguru.com.my/property-listing/double-storey-terrace-georgetown-for-sale-by-ronald-ng-35382321,terrace
For Sale - Double storey house for Sale,https://www.propertyguru.com.my/property-listing/double-storey-house-for-sale-for-sale-by-yuki-bong-35945750,terrace
For Sale - Double storey house for Sale,https://www.propertyguru.com.my/property-listing/double-storey-house-for-sale-for-sale-by-yuki-bong-35945750,terrace
For Sale - ashton eco horizon,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-for-sale-by-jonathan-chng-35945747,terrace
For Sale - ashton eco horizon,https://www.propertyguru.com.my/property-listing/ashton-eco-horizon-for-sale-by-jonathan-chng-35945747,terrace
"For Sale - 2. 5 STOREY TERRACE AT MEDAN BAYU, SERI TANJUNG PINANG",https://www.propertyguru.com.my/property-listing/2-5-storey-terrace-at-medan-bayu-seri-tanjung-pinang-for-sale-by-fennie-seow-34391336,terrace
"For Sale - 2. 5 STOREY TERRACE AT MEDAN BAYU, SERI TANJUNG PINANG",https://www.propertyguru.com.my/property-listing/2-5-storey-terrace-at-medan-bayu-seri-tanjung-pinang-for-sale-by-fennie-seow-34391336,terrace
For Sale - E&O Tanjung Pinang,https://www.propertyguru.com.my/property-listing/e-o-tanjung-pinang-for-sale-by-e-lim-35470889,terrace
For Sale - E&O Tanjung Pinang,https://www.propertyguru.com.my/property-listing/e-o-tanjung-pinang-for-sale-by-e-lim-35470889,terrace
For Sale - Taman Mutiara Teratai,https://www.propertyguru.com.my/property-listing/taman-mutiara-teratai-for-sale-by-yuki-bong-31053082,terrace
For Sale - Taman Mutiara Teratai,https://www.propertyguru.com.my/property-listing/taman-mutiara-teratai-for-sale-by-yuki-bong-31053082,terrace
"For Sale - Jalan Salween, Georgetown, 10050",https://www.propertyguru.com.my/property-listing/jalan-salween-georgetown-10050-for-sale-by-yuki-bong-34252369,terrace
"For Sale - Jalan Salween, Georgetown, 10050",https://www.propertyguru.com.my/property-listing/jalan-salween-georgetown-10050-for-sale-by-yuki-bong-34252369,terrace
For Sale - Double Storey Heritage Lebuh Pantai Georgetown,https://www.propertyguru.com.my/property-listing/double-storey-heritage-lebuh-pantai-georgetown-for-sale-by-ronald-ng-35945116,terrace
For Sale - Double Storey Heritage Lebuh Pantai Georgetown,https://www.propertyguru.com.my/property-listing/double-storey-heritage-lebuh-pantai-georgetown-for-sale-by-ronald-ng-35945116,terrace
For Sale - 2 Storey Terrace Taman Jawi Jaya Permai Halaman Indah Sungai Bakap,https://www.propertyguru.com.my/property-listing/2-storey-terrace-taman-jawi-jaya-permai-halaman-indah-sungai-bakap-for-sale-by-kee-35944938,terrace
For Sale - 2 Storey Terrace Taman Jawi Jaya Permai Halaman Indah Sungai Bakap,https://www.propertyguru.com.my/property-listing/2-storey-terrace-taman-jawi-jaya-permai-halaman-indah-sungai-bakap-for-sale-by-kee-35944938,terrace
For Sale - Alila Homes,https://www.propertyguru.com.my/property-listing/alila-homes-for-sale-by-devlin-lim-34615295,terrace
For Sale - Alila Homes,https://www.propertyguru.com.my/property-listing/alila-homes-for-sale-by-devlin-lim-34615295,terrace
